Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_4_29,VPWR,li1,19.7800,24.4800,1.799970
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.799970
FILLER_4_3,VPWR,li1,7.8200,24.4800,1.799968
FILLER_3_119,VPWR,li1,60.9500,19.0400,1.799972
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.799972
FILLER_3_65,VPWR,li1,35.6500,19.0400,1.799978
FILLER_3_15,VPWR,li1,12.8800,19.0400,1.799989
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.799989
FILLER_2_107,VPWR,li1,54.9700,19.0400,1.799972
FILLER_2_85,VPWR,li1,45.0800,19.0400,1.799974
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.799974
FILLER_2_78,VPWR,li1,41.6300,19.0400,1.799975
FILLER_2_69,VPWR,li1,37.4900,19.0400,1.799977
FILLER_2_35,VPWR,li1,22.0800,19.0400,1.799988
FILLER_2_24,VPWR,li1,16.7900,19.0400,1.799989
FILLER_2_18,VPWR,li1,15.1800,19.0400,1.799989
FILLER_2_6,VPWR,li1,11.0400,19.0400,1.799989
FILLER_1_89,VPWR,li1,47.1500,13.6000,1.799981
FILLER_1_60,VPWR,li1,33.5800,13.6000,1.799986
FILLER_1_52,VPWR,li1,30.3600,13.6000,1.799987
FILLER_1_23,VPWR,li1,16.5600,13.6000,1.799993
FILLER_1_15,VPWR,li1,14.2600,13.6000,1.799993
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799993
FILLER_0_121,VPWR,li1,61.4100,13.6000,1.799979
FILLER_0_113,VPWR,li1,59.3400,13.6000,1.799979
FILLER_0_111,VPWR,li1,56.8100,13.6000,1.799979
FILLER_0_105,VPWR,li1,55.2000,13.6000,1.799979
FILLER_0_93,VPWR,li1,48.5300,13.6000,1.799981
FILLER_0_83,VPWR,li1,43.9300,13.6000,1.799982
FILLER_0_57,VPWR,li1,34.5000,13.6000,1.799985
FILLER_0_55,VPWR,li1,31.0500,13.6000,1.799987
FILLER_0_35,VPWR,li1,22.3100,13.6000,1.799993
FILLER_0_29,VPWR,li1,19.3200,13.6000,1.799993
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799993
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.799993
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799993
hold31,VPWR,li1,29.4400,40.8000,1.799961
hold30,VPWR,li1,33.5800,29.9200,1.799958
hold29,VPWR,li1,33.5800,19.0400,1.799979
hold28,VPWR,li1,44.6200,62.5600,1.799993
hold27,VPWR,li1,29.4400,24.4800,1.799954
hold26,VPWR,li1,39.5600,19.0400,1.799976
hold25,VPWR,li1,33.5800,46.2400,1.799974
hold24,VPWR,li1,58.4200,19.0400,1.799972
hold23,VPWR,li1,29.4400,19.0400,1.799982
hold22,VPWR,li1,17.0200,46.2400,1.799984
hold21,VPWR,li1,59.8000,29.9200,1.799947
hold20,VPWR,li1,49.2200,24.4800,1.799919
hold19,VPWR,li1,22.5400,24.4800,1.799972
hold18,VPWR,li1,22.0800,57.1200,1.799986
hold17,VPWR,li1,25.7600,19.0400,1.799986
hold16,VPWR,li1,16.5600,29.9200,1.799974
hold15,VPWR,li1,20.7000,51.6800,1.799977
hold14,VPWR,li1,21.6200,46.2400,1.799985
hold13,VPWR,li1,20.7000,35.3600,1.799990
hold12,VPWR,li1,30.8200,46.2400,1.799976
hold11,VPWR,li1,27.6000,35.3600,1.799986
hold10,VPWR,li1,54.7400,19.0400,1.799972
hold9,VPWR,li1,28.5200,57.1200,1.799979
hold8,VPWR,li1,55.2000,35.3600,1.799981
hold7,VPWR,li1,59.8000,40.8000,1.799944
hold6,VPWR,li1,46.4600,62.5600,1.799993
hold5,VPWR,li1,35.4200,51.6800,1.799968
hold4,VPWR,li1,52.9000,62.5600,1.799993
hold3,VPWR,li1,59.3400,57.1200,1.799963
hold2,VPWR,li1,59.3400,46.2400,1.799962
hold1,VPWR,li1,53.3600,51.6800,1.799964
clkload2,VPWR,li1,46.0000,51.6800,1.799965
clkload1,VPWR,li1,19.7800,46.2400,1.799985
clkload0,VPWR,li1,46.0000,24.4800,1.799922
clkbuf_2_3__f_clk,VPWR,li1,47.8400,51.6800,1.799965
clkbuf_2_2__f_clk,VPWR,li1,22.5400,51.6800,1.799973
clkbuf_2_1__f_clk,VPWR,li1,47.8400,24.4800,1.799919
clkbuf_2_0__f_clk,VPWR,li1,23.4600,29.9200,1.799966
clkbuf_0_clk,VPWR,li1,34.0400,40.8000,1.799949
mini_light_up_game_38,VPWR,li1,25.0700,13.6000,1.799990
fanout37,VPWR,li1,58.8800,51.6800,1.799964
fanout36,VPWR,li1,58.8800,19.0400,1.799972
fanout35,VPWR,li1,37.7200,24.4800,1.799938
fanout34,VPWR,li1,36.8000,29.9200,1.799955
fanout33,VPWR,li1,42.3200,51.6800,1.799966
fanout32,VPWR,li1,40.0200,40.8000,1.799947
fanout31,VPWR,li1,38.1800,51.6800,1.799967
fanout30,VPWR,li1,45.5400,40.8000,1.799946
fanout29,VPWR,li1,42.7800,19.0400,1.799975
fanout28,VPWR,li1,23.0000,40.8000,1.799972
max_cap27,VPWR,li1,47.8400,35.3600,1.799981
output26,VPWR,li1,60.7200,46.2400,1.799962
output25,VPWR,li1,60.7200,40.8000,1.799944
output24,VPWR,li1,60.7200,51.6800,1.799964
output23,VPWR,li1,40.0200,68.0000,1.800000
output22,VPWR,li1,52.9000,68.0000,1.800000
output21,VPWR,li1,49.6800,68.0000,1.800000
output20,VPWR,li1,29.9000,13.6000,1.799987
output19,VPWR,li1,20.7000,13.6000,1.799993
output18,VPWR,li1,7.8200,29.9200,1.799974
output17,VPWR,li1,7.8200,29.9200,1.799974
output16,VPWR,li1,7.8200,35.3600,1.799987
output15,VPWR,li1,9.6600,40.8000,1.799975
output14,VPWR,li1,9.6600,51.6800,1.799975
output13,VPWR,li1,7.8200,46.2400,1.799983
output12,VPWR,li1,7.8200,40.8000,1.799975
output11,VPWR,li1,7.8200,51.6800,1.799975
output10,VPWR,li1,27.1400,68.0000,1.800000
output9,VPWR,li1,7.8200,57.1200,1.799984
output8,VPWR,li1,52.9000,13.6000,1.799980
output7,VPWR,li1,47.3800,13.6000,1.799981
output6,VPWR,li1,45.5400,13.6000,1.799981
output5,VPWR,li1,42.7800,13.6000,1.799982
output4,VPWR,li1,56.1200,35.3600,1.799981
output3,VPWR,li1,60.7200,24.4800,1.799919
input2,VPWR,li1,60.9500,13.6000,1.799979
input1,VPWR,li1,60.9500,35.3600,1.799981
mini_light_up_game_41,VPWR,li1,60.9500,62.5600,1.799993
mini_light_up_game_40,VPWR,li1,7.5900,19.0400,1.799989
mini_light_up_game_39,VPWR,li1,60.9500,68.0000,1.800000
TAP_TAPCELL_ROW_20_87,VPWR,li1,57.2700,67.6930,1.800000
TAP_TAPCELL_ROW_20_86,VPWR,li1,44.3900,67.6930,1.800000
TAP_TAPCELL_ROW_20_85,VPWR,li1,31.5100,67.6930,1.800000
TAP_TAPCELL_ROW_20_84,VPWR,li1,18.6300,67.6930,1.800000
TAP_TAPCELL_ROW_19_83,VPWR,li1,57.2700,62.8660,1.799993
TAP_TAPCELL_ROW_19_82,VPWR,li1,31.5100,62.8660,1.799995
TAP_TAPCELL_ROW_18_81,VPWR,li1,44.3900,62.2530,1.799993
TAP_TAPCELL_ROW_18_80,VPWR,li1,18.6300,62.2530,1.799997
TAP_TAPCELL_ROW_17_79,VPWR,li1,57.2700,57.4260,1.799963
TAP_TAPCELL_ROW_17_78,VPWR,li1,31.5100,57.4260,1.799976
TAP_TAPCELL_ROW_16_77,VPWR,li1,44.3900,56.8130,1.799966
TAP_TAPCELL_ROW_16_76,VPWR,li1,18.6300,56.8130,1.799985
TAP_TAPCELL_ROW_15_75,VPWR,li1,57.2700,51.9860,1.799964
TAP_TAPCELL_ROW_15_74,VPWR,li1,31.5100,51.9860,1.799969
TAP_TAPCELL_ROW_14_73,VPWR,li1,44.3900,51.3730,1.799965
TAP_TAPCELL_ROW_14_72,VPWR,li1,18.6300,51.3730,1.799977
TAP_TAPCELL_ROW_13_71,VPWR,li1,57.2700,46.5460,1.799962
TAP_TAPCELL_ROW_13_70,VPWR,li1,31.5100,46.5460,1.799976
TAP_TAPCELL_ROW_12_69,VPWR,li1,44.3900,45.9330,1.799966
TAP_TAPCELL_ROW_12_68,VPWR,li1,18.6300,45.9330,1.799984
TAP_TAPCELL_ROW_11_67,VPWR,li1,57.2700,41.1060,1.799944
TAP_TAPCELL_ROW_11_66,VPWR,li1,31.5100,41.1060,1.799954
TAP_TAPCELL_ROW_10_65,VPWR,li1,44.3900,40.4930,1.799946
TAP_TAPCELL_ROW_10_64,VPWR,li1,18.6300,40.4930,1.799976
TAP_TAPCELL_ROW_9_63,VPWR,li1,57.2700,35.6660,1.799981
TAP_TAPCELL_ROW_9_62,VPWR,li1,31.5100,35.6660,1.799984
TAP_TAPCELL_ROW_8_61,VPWR,li1,44.3900,35.0530,1.799981
TAP_TAPCELL_ROW_8_60,VPWR,li1,18.6300,35.0530,1.799989
TAP_TAPCELL_ROW_7_59,VPWR,li1,57.2700,30.2260,1.799947
TAP_TAPCELL_ROW_7_58,VPWR,li1,31.5100,30.2260,1.799960
TAP_TAPCELL_ROW_6_57,VPWR,li1,44.3900,29.6130,1.799951
TAP_TAPCELL_ROW_6_56,VPWR,li1,18.6300,29.6130,1.799974
TAP_TAPCELL_ROW_5_55,VPWR,li1,57.2700,24.7860,1.799919
TAP_TAPCELL_ROW_5_54,VPWR,li1,31.5100,24.7860,1.799950
TAP_TAPCELL_ROW_4_53,VPWR,li1,44.3900,24.1730,1.799926
TAP_TAPCELL_ROW_4_52,VPWR,li1,18.6300,24.1730,1.799970
TAP_TAPCELL_ROW_3_51,VPWR,li1,57.2700,19.3460,1.799972
TAP_TAPCELL_ROW_3_50,VPWR,li1,31.5100,19.3460,1.799981
TAP_TAPCELL_ROW_2_49,VPWR,li1,44.3900,18.7330,1.799974
TAP_TAPCELL_ROW_2_48,VPWR,li1,18.6300,18.7330,1.799989
TAP_TAPCELL_ROW_1_47,VPWR,li1,57.2700,13.9060,1.799979
TAP_TAPCELL_ROW_1_46,VPWR,li1,31.5100,13.9060,1.799987
TAP_TAPCELL_ROW_0_45,VPWR,li1,57.2700,13.2930,1.799979
TAP_TAPCELL_ROW_0_44,VPWR,li1,44.3900,13.2930,1.799982
TAP_TAPCELL_ROW_0_43,VPWR,li1,31.5100,13.2930,1.799987
TAP_TAPCELL_ROW_0_42,VPWR,li1,18.6300,13.2930,1.799993
PHY_EDGE_ROW_20_Left_41,VPWR,li1,6.2100,68.0000,1.800000
PHY_EDGE_ROW_19_Left_40,VPWR,li1,6.2100,62.5600,1.799997
PHY_EDGE_ROW_18_Left_39,VPWR,li1,6.2100,62.5600,1.799997
PHY_EDGE_ROW_17_Left_38,VPWR,li1,6.2100,57.1200,1.799984
PHY_EDGE_ROW_16_Left_37,VPWR,li1,6.2100,57.1200,1.799984
PHY_EDGE_ROW_15_Left_36,VPWR,li1,6.2100,51.6800,1.799975
PHY_EDGE_ROW_14_Left_35,VPWR,li1,6.2100,51.6800,1.799975
PHY_EDGE_ROW_13_Left_34,VPWR,li1,6.2100,46.2400,1.799983
PHY_EDGE_ROW_12_Left_33,VPWR,li1,6.2100,46.2400,1.799983
PHY_EDGE_ROW_11_Left_32,VPWR,li1,6.2100,40.8000,1.799975
PHY_EDGE_ROW_10_Left_31,VPWR,li1,6.2100,40.8000,1.799975
PHY_EDGE_ROW_9_Left_30,VPWR,li1,6.2100,35.3600,1.799987
PHY_EDGE_ROW_8_Left_29,VPWR,li1,6.2100,35.3600,1.799987
PHY_EDGE_ROW_7_Left_28,VPWR,li1,6.2100,29.9200,1.799974
PHY_EDGE_ROW_6_Left_27,VPWR,li1,6.2100,29.9200,1.799974
PHY_EDGE_ROW_5_Left_26,VPWR,li1,6.2100,24.4800,1.799968
PHY_EDGE_ROW_4_Left_25,VPWR,li1,6.2100,24.4800,1.799968
PHY_EDGE_ROW_3_Left_24,VPWR,li1,6.2100,19.0400,1.799989
PHY_EDGE_ROW_2_Left_23,VPWR,li1,6.2100,19.0400,1.799989
PHY_EDGE_ROW_1_Left_22,VPWR,li1,6.2100,13.6000,1.799993
PHY_EDGE_ROW_0_Left_21,VPWR,li1,6.2100,13.6000,1.799993
PHY_EDGE_ROW_20_Right_20,VPWR,li1,62.3300,68.0000,1.800000
PHY_EDGE_ROW_19_Right_19,VPWR,li1,62.3300,62.5600,1.799993
PHY_EDGE_ROW_18_Right_18,VPWR,li1,62.3300,62.5600,1.799993
PHY_EDGE_ROW_17_Right_17,VPWR,li1,62.3300,57.1200,1.799963
PHY_EDGE_ROW_16_Right_16,VPWR,li1,62.3300,57.1200,1.799963
PHY_EDGE_ROW_15_Right_15,VPWR,li1,62.3300,51.6800,1.799964
PHY_EDGE_ROW_14_Right_14,VPWR,li1,62.3300,51.6800,1.799964
PHY_EDGE_ROW_13_Right_13,VPWR,li1,62.3300,46.2400,1.799962
PHY_EDGE_ROW_12_Right_12,VPWR,li1,62.3300,46.2400,1.799962
PHY_EDGE_ROW_11_Right_11,VPWR,li1,62.3300,40.8000,1.799944
PHY_EDGE_ROW_10_Right_10,VPWR,li1,62.3300,40.8000,1.799944
PHY_EDGE_ROW_9_Right_9,VPWR,li1,62.3300,35.3600,1.799981
PHY_EDGE_ROW_8_Right_8,VPWR,li1,62.3300,35.3600,1.799981
PHY_EDGE_ROW_7_Right_7,VPWR,li1,62.3300,29.9200,1.799947
PHY_EDGE_ROW_6_Right_6,VPWR,li1,62.3300,29.9200,1.799947
PHY_EDGE_ROW_5_Right_5,VPWR,li1,62.3300,24.4800,1.799919
PHY_EDGE_ROW_4_Right_4,VPWR,li1,62.3300,24.4800,1.799919
PHY_EDGE_ROW_3_Right_3,VPWR,li1,62.3300,19.0400,1.799972
PHY_EDGE_ROW_2_Right_2,VPWR,li1,62.3300,19.0400,1.799972
PHY_EDGE_ROW_1_Right_1,VPWR,li1,62.3300,13.6000,1.799979
PHY_EDGE_ROW_0_Right_0,VPWR,li1,62.3300,13.6000,1.799979
_184_,VPWR,li1,39.1000,35.3600,1.799982
_183_,VPWR,li1,37.7200,46.2400,1.799969
_182_,VPWR,li1,40.0200,46.2400,1.799968
_181_,VPWR,li1,31.9700,19.0400,1.799981
_180_,VPWR,li1,31.0500,24.4800,1.799954
_179_,VPWR,li1,37.0300,24.4800,1.799938
_178_,VPWR,li1,35.6500,57.1200,1.799972
_177_,VPWR,li1,41.6300,57.1200,1.799968
_176_,VPWR,li1,30.1300,35.3600,1.799984
_175_,VPWR,li1,26.6800,29.9200,1.799963
_174_,VPWR,li1,28.9800,51.6800,1.799970
_173_,VPWR,li1,42.7800,29.9200,1.799952
_172_,VPWR,li1,55.2000,46.2400,1.799962
_171_,VPWR,li1,55.2000,40.8000,1.799944
_170_,VPWR,li1,49.6800,46.2400,1.799963
_169_,VPWR,li1,39.5600,62.5600,1.799993
_168_,VPWR,li1,52.4400,57.1200,1.799963
_167_,VPWR,li1,51.5200,57.1200,1.799963
_166_,VPWR,li1,24.8400,13.6000,1.799990
_165_,VPWR,li1,19.3200,19.0400,1.799989
_164_,VPWR,li1,13.3400,24.4800,1.799968
_163_,VPWR,li1,12.8800,24.4800,1.799968
_162_,VPWR,li1,21.1600,35.3600,1.799990
_161_,VPWR,li1,11.9600,35.3600,1.799987
_160_,VPWR,li1,25.3000,46.2400,1.799981
_159_,VPWR,li1,13.8000,46.2400,1.799983
_158_,VPWR,li1,11.9600,40.8000,1.799975
_157_,VPWR,li1,12.4200,51.6800,1.799975
_156_,VPWR,li1,24.8400,57.1200,1.799982
_155_,VPWR,li1,15.6400,57.1200,1.799984
_154_,VPWR,li1,52.4400,13.6000,1.799980
_153_,VPWR,li1,50.1400,19.0400,1.799972
_152_,VPWR,li1,41.8600,19.0400,1.799975
_151_,VPWR,li1,38.6400,13.6000,1.799983
_150_,VPWR,li1,52.4400,29.9200,1.799947
_149_,VPWR,li1,53.8200,29.9200,1.799947
_148_,VPWR,li1,47.1500,40.8000,1.799946
_147_,VPWR,li1,34.2700,51.6800,1.799969
_146_,VPWR,li1,43.0100,46.2400,1.799966
_145_,VPWR,li1,32.4300,13.6000,1.799986
_144_,VPWR,li1,36.5700,19.0400,1.799978
_143_,VPWR,li1,38.8700,29.9200,1.799954
_142_,VPWR,li1,35.6500,57.1200,1.799972
_141_,VPWR,li1,48.9900,62.5600,1.799993
_140_,VPWR,li1,30.5900,35.3600,1.799984
_139_,VPWR,li1,32.4300,29.9200,1.799958
_138_,VPWR,li1,32.8900,51.6800,1.799969
_137_,VPWR,li1,45.3100,29.9200,1.799951
_136_,VPWR,li1,60.9500,35.3600,1.799981
_135_,VPWR,li1,56.3500,40.8000,1.799944
_134_,VPWR,li1,55.8900,51.6800,1.799964
_133_,VPWR,li1,41.6300,62.5600,1.799993
_132_,VPWR,li1,59.5700,57.1200,1.799963
_131_,VPWR,li1,58.1900,57.1200,1.799963
_130_,VPWR,li1,23.2300,19.0400,1.799988
_129_,VPWR,li1,23.6900,13.6000,1.799990
_128_,VPWR,li1,14.0300,19.0400,1.799989
_127_,VPWR,li1,25.0700,24.4800,1.799964
_126_,VPWR,li1,26.4500,40.8000,1.799968
_125_,VPWR,li1,17.2500,35.3600,1.799988
_124_,VPWR,li1,30.5900,46.2400,1.799976
_123_,VPWR,li1,23.2300,51.6800,1.799973
_122_,VPWR,li1,8.5100,46.2400,1.799983
_121_,VPWR,li1,11.7300,51.6800,1.799975
_120_,VPWR,li1,30.1300,57.1200,1.799979
_119_,VPWR,li1,22.3100,62.5600,1.799997
_118_,VPWR,li1,55.8900,19.0400,1.799972
_117_,VPWR,li1,60.9500,19.0400,1.799972
_116_,VPWR,li1,43.4700,24.4800,1.799926
_115_,VPWR,li1,37.9500,13.6000,1.799983
_114_,VPWR,li1,54.5100,35.3600,1.799981
_113_,VPWR,li1,55.6600,46.2400,1.799962
_112_,VPWR,li1,53.5900,40.8000,1.799944
_111_,VPWR,li1,58.8800,35.3600,1.799981
_110_,VPWR,li1,50.3700,40.8000,1.799945
_109_,VPWR,li1,49.2200,46.2400,1.799964
_108_,VPWR,li1,49.9100,51.6800,1.799965
_107_,VPWR,li1,41.4000,51.6800,1.799966
_106_,VPWR,li1,42.5500,57.1200,1.799968
_105_,VPWR,li1,59.3400,62.5600,1.799993
_104_,VPWR,li1,56.3500,62.5600,1.799993
_103_,VPWR,li1,46.4600,57.1200,1.799965
_102_,VPWR,li1,43.9300,40.8000,1.799946
_101_,VPWR,li1,49.4500,62.5600,1.799993
_100_,VPWR,li1,10.8100,29.9200,1.799974
_099_,VPWR,li1,22.3100,24.4800,1.799972
_098_,VPWR,li1,25.3000,19.0400,1.799986
_097_,VPWR,li1,27.3700,13.6000,1.799988
_096_,VPWR,li1,20.2400,19.0400,1.799990
_095_,VPWR,li1,18.6300,13.6000,1.799993
_094_,VPWR,li1,25.3000,24.4800,1.799964
_093_,VPWR,li1,19.0900,24.4800,1.799970
_092_,VPWR,li1,13.3400,29.9200,1.799974
_091_,VPWR,li1,13.1100,29.9200,1.799974
_090_,VPWR,li1,23.9200,35.3600,1.799988
_089_,VPWR,li1,20.4700,29.9200,1.799974
_088_,VPWR,li1,16.1000,29.9200,1.799974
_087_,VPWR,li1,40.9400,40.8000,1.799947
_086_,VPWR,li1,13.5700,35.3600,1.799987
_085_,VPWR,li1,27.8300,46.2400,1.799979
_084_,VPWR,li1,13.5700,46.2400,1.799983
_083_,VPWR,li1,26.2200,40.8000,1.799968
_082_,VPWR,li1,25.0700,46.2400,1.799981
_081_,VPWR,li1,23.4600,40.8000,1.799972
