Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_18_38,VGND,li1,25.7600,59.8400,0.000012
FILLER_18_27,VGND,li1,18.1700,59.8400,0.000014
FILLER_18_15,VGND,li1,15.1800,59.8400,0.000014
FILLER_18_3,VGND,li1,9.6600,59.8400,0.000014
FILLER_17_121,VGND,li1,61.4100,59.8400,0.000026
FILLER_17_110,VGND,li1,56.5800,59.8400,0.000026
FILLER_17_63,VGND,li1,34.7300,59.8400,0.000018
FILLER_17_57,VGND,li1,33.1200,59.8400,0.000018
FILLER_17_55,VGND,li1,31.0500,59.8400,0.000016
FILLER_17_11,VGND,li1,10.8100,59.8400,0.000014
FILLER_17_7,VGND,li1,9.6600,59.8400,0.000014
FILLER_16_119,VGND,li1,60.9500,54.4000,0.000081
FILLER_16_112,VGND,li1,57.2700,54.4000,0.000081
FILLER_16_85,VGND,li1,44.8500,54.4000,0.000076
FILLER_16_29,VGND,li1,19.5500,54.4000,0.000044
FILLER_16_15,VGND,li1,13.8000,54.4000,0.000046
FILLER_16_3,VGND,li1,9.6600,54.4000,0.000046
FILLER_15_117,VGND,li1,59.5700,54.4000,0.000081
FILLER_15_113,VGND,li1,58.4200,54.4000,0.000081
FILLER_15_110,VGND,li1,56.5800,54.4000,0.000081
FILLER_15_102,VGND,li1,54.2800,54.4000,0.000081
FILLER_15_81,VGND,li1,43.0100,54.4000,0.000070
FILLER_15_73,VGND,li1,39.5600,54.4000,0.000064
FILLER_15_57,VGND,li1,31.9700,54.4000,0.000050
FILLER_15_54,VGND,li1,30.8200,54.4000,0.000050
FILLER_15_25,VGND,li1,17.4800,54.4000,0.000044
FILLER_15_3,VGND,li1,7.3600,54.4000,0.000046
FILLER_14_119,VGND,li1,60.9500,48.9600,0.000031
FILLER_14_111,VGND,li1,57.0400,48.9600,0.000030
FILLER_14_91,VGND,li1,47.8400,48.9600,0.000029
FILLER_14_82,VGND,li1,43.7000,48.9600,0.000027
FILLER_14_40,VGND,li1,24.1500,48.9600,0.000013
FILLER_14_11,VGND,li1,10.8100,48.9600,0.000014
FILLER_13_121,VGND,li1,61.4100,48.9600,0.000031
FILLER_13_85,VGND,li1,44.8500,48.9600,0.000028
FILLER_13_3,VGND,li1,7.3600,48.9600,0.000014
FILLER_12_91,VGND,li1,47.6100,43.5200,0.000018
FILLER_12_85,VGND,li1,46.0000,43.5200,0.000018
FILLER_12_83,VGND,li1,43.9300,43.5200,0.000018
FILLER_12_59,VGND,li1,32.8900,43.5200,0.000013
FILLER_12_29,VGND,li1,19.3200,43.5200,0.000011
FILLER_12_7,VGND,li1,8.9700,43.5200,0.000015
FILLER_11_113,VGND,li1,57.7300,43.5200,0.000020
FILLER_11_108,VGND,li1,55.4300,43.5200,0.000020
FILLER_11_88,VGND,li1,47.3800,43.5200,0.000018
FILLER_11_77,VGND,li1,41.4000,43.5200,0.000017
FILLER_11_57,VGND,li1,33.1200,43.5200,0.000013
FILLER_11_28,VGND,li1,18.6300,43.5200,0.000012
FILLER_11_24,VGND,li1,17.4800,43.5200,0.000012
FILLER_11_3,VGND,li1,7.1300,43.5200,0.000015
FILLER_10_92,VGND,li1,49.2200,38.0800,0.000053
FILLER_10_82,VGND,li1,43.7000,38.0800,0.000052
FILLER_10_51,VGND,li1,29.2100,38.0800,0.000033
FILLER_10_47,VGND,li1,28.0600,38.0800,0.000033
FILLER_10_40,VGND,li1,24.8400,38.0800,0.000026
FILLER_10_27,VGND,li1,18.1700,38.0800,0.000027
FILLER_10_23,VGND,li1,17.0200,38.0800,0.000027
FILLER_10_11,VGND,li1,13.3400,38.0800,0.000027
FILLER_9_102,VGND,li1,53.1300,38.0800,0.000055
FILLER_9_94,VGND,li1,50.6000,38.0800,0.000054
FILLER_9_57,VGND,li1,33.1200,38.0800,0.000042
FILLER_9_52,VGND,li1,29.6700,38.0800,0.000038
FILLER_9_13,VGND,li1,11.7300,38.0800,0.000027
FILLER_9_7,VGND,li1,10.1200,38.0800,0.000027
FILLER_8_85,VGND,li1,46.0000,32.6400,0.000024
FILLER_8_82,VGND,li1,43.7000,32.6400,0.000024
FILLER_8_75,VGND,li1,40.2500,32.6400,0.000022
FILLER_8_64,VGND,li1,35.6500,32.6400,0.000019
FILLER_8_27,VGND,li1,18.1700,32.6400,0.000013
FILLER_8_3,VGND,li1,7.1300,32.6400,0.000015
FILLER_7_113,VGND,li1,57.7300,32.6400,0.000026
FILLER_7_91,VGND,li1,47.6100,32.6400,0.000024
FILLER_7_68,VGND,li1,37.4900,32.6400,0.000021
FILLER_7_60,VGND,li1,34.9600,32.6400,0.000019
FILLER_7_26,VGND,li1,18.1700,32.6400,0.000013
FILLER_7_7,VGND,li1,9.2000,32.6400,0.000015
FILLER_6_121,VGND,li1,61.4100,27.2000,0.000083
FILLER_6_88,VGND,li1,46.4600,27.2000,0.000081
FILLER_6_82,VGND,li1,43.7000,27.2000,0.000076
FILLER_6_74,VGND,li1,41.4000,27.2000,0.000072
FILLER_6_49,VGND,li1,29.9000,27.2000,0.000048
FILLER_6_7,VGND,li1,10.1200,27.2000,0.000046
FILLER_5_113,VGND,li1,57.9600,27.2000,0.000083
FILLER_5_110,VGND,li1,56.5800,27.2000,0.000083
FILLER_5_102,VGND,li1,54.2800,27.2000,0.000083
FILLER_5_80,VGND,li1,42.7800,27.2000,0.000072
FILLER_5_46,VGND,li1,27.1400,27.2000,0.000043
FILLER_5_3,VGND,li1,7.5900,27.2000,0.000046
FILLER_4_119,VGND,li1,60.9500,21.7600,0.000027
FILLER_4_111,VGND,li1,58.4200,21.7600,0.000027
FILLER_4_73,VGND,li1,39.5600,21.7600,0.000023
FILLER_4_29,VGND,li1,19.7800,21.7600,0.000017
FILLER_4_27,VGND,li1,18.1700,21.7600,0.000017
FILLER_4_3,VGND,li1,7.8200,21.7600,0.000018
FILLER_3_119,VGND,li1,60.9500,21.7600,0.000027
FILLER_3_111,VGND,li1,56.8100,21.7600,0.000027
FILLER_3_65,VGND,li1,35.6500,21.7600,0.000021
FILLER_3_15,VGND,li1,12.8800,21.7600,0.000018
FILLER_3_3,VGND,li1,9.6600,21.7600,0.000018
FILLER_2_107,VGND,li1,54.9700,16.3200,0.000029
FILLER_2_85,VGND,li1,45.0800,16.3200,0.000025
FILLER_2_83,VGND,li1,43.9300,16.3200,0.000025
FILLER_2_78,VGND,li1,41.6300,16.3200,0.000024
FILLER_2_69,VGND,li1,37.4900,16.3200,0.000022
FILLER_2_35,VGND,li1,22.0800,16.3200,0.000012
FILLER_2_24,VGND,li1,16.7900,16.3200,0.000012
FILLER_2_18,VGND,li1,15.1800,16.3200,0.000012
FILLER_2_6,VGND,li1,11.0400,16.3200,0.000012
FILLER_1_89,VGND,li1,47.1500,16.3200,0.000027
FILLER_1_60,VGND,li1,33.5800,16.3200,0.000019
FILLER_1_52,VGND,li1,30.3600,16.3200,0.000017
FILLER_1_23,VGND,li1,16.5600,16.3200,0.000012
FILLER_1_15,VGND,li1,14.2600,16.3200,0.000012
FILLER_1_3,VGND,li1,9.6600,16.3200,0.000012
FILLER_0_121,VGND,li1,61.4100,10.8800,0.000000
FILLER_0_113,VGND,li1,59.3400,10.8800,0.000000
FILLER_0_111,VGND,li1,56.8100,10.8800,0.000000
FILLER_0_105,VGND,li1,55.2000,10.8800,0.000000
FILLER_0_93,VGND,li1,48.5300,10.8800,0.000000
FILLER_0_83,VGND,li1,43.9300,10.8800,0.000000
FILLER_0_57,VGND,li1,34.5000,10.8800,0.000000
FILLER_0_55,VGND,li1,31.0500,10.8800,0.000000
FILLER_0_35,VGND,li1,22.3100,10.8800,0.000000
FILLER_0_29,VGND,li1,19.3200,10.8800,0.000000
FILLER_0_27,VGND,li1,18.1700,10.8800,0.000000
FILLER_0_15,VGND,li1,15.1800,10.8800,0.000000
FILLER_0_3,VGND,li1,9.6600,10.8800,0.000000
hold31,VGND,li1,29.4400,43.5200,0.000012
hold30,VGND,li1,33.5800,27.2000,0.000057
hold29,VGND,li1,33.5800,21.7600,0.000020
hold28,VGND,li1,44.6200,65.2800,0.000000
hold27,VGND,li1,29.4400,27.2000,0.000048
hold26,VGND,li1,39.5600,16.3200,0.000023
hold25,VGND,li1,33.5800,48.9600,0.000021
hold24,VGND,li1,58.4200,16.3200,0.000029
hold23,VGND,li1,29.4400,21.7600,0.000017
hold22,VGND,li1,17.0200,48.9600,0.000014
hold21,VGND,li1,59.8000,32.6400,0.000026
hold20,VGND,li1,49.2200,21.7600,0.000026
hold19,VGND,li1,22.5400,21.7600,0.000015
hold18,VGND,li1,22.0800,54.4000,0.000043
hold17,VGND,li1,25.7600,21.7600,0.000013
hold16,VGND,li1,16.5600,27.2000,0.000046
hold15,VGND,li1,20.7000,48.9600,0.000014
hold14,VGND,li1,21.6200,43.5200,0.000010
hold13,VGND,li1,20.7000,32.6400,0.000013
hold12,VGND,li1,30.8200,43.5200,0.000012
hold11,VGND,li1,27.6000,38.0800,0.000033
hold10,VGND,li1,54.7400,21.7600,0.000027
hold9,VGND,li1,28.5200,54.4000,0.000045
hold8,VGND,li1,55.2000,32.6400,0.000026
hold7,VGND,li1,59.8000,43.5200,0.000020
hold6,VGND,li1,46.4600,59.8400,0.000025
hold5,VGND,li1,35.4200,54.4000,0.000059
hold4,VGND,li1,52.9000,59.8400,0.000026
hold3,VGND,li1,59.3400,59.8400,0.000026
hold2,VGND,li1,59.3400,48.9600,0.000031
hold1,VGND,li1,53.3600,48.9600,0.000030
clkload2,VGND,li1,46.0000,48.9600,0.000028
clkload1,VGND,li1,19.7800,48.9600,0.000014
clkload0,VGND,li1,46.0000,21.7600,0.000026
clkbuf_2_3__f_clk,VGND,li1,47.8400,54.4000,0.000080
clkbuf_2_2__f_clk,VGND,li1,22.5400,54.4000,0.000043
clkbuf_2_1__f_clk,VGND,li1,47.8400,27.2000,0.000081
clkbuf_2_0__f_clk,VGND,li1,23.4600,27.2000,0.000044
clkbuf_0_clk,VGND,li1,34.0400,38.0800,0.000048
mini_light_up_game_38,VGND,li1,25.0700,10.8800,0.000000
fanout37,VGND,li1,58.8800,48.9600,0.000031
fanout36,VGND,li1,58.8800,21.7600,0.000027
fanout35,VGND,li1,37.7200,21.7600,0.000022
fanout34,VGND,li1,36.8000,27.2000,0.000064
fanout33,VGND,li1,42.3200,48.9600,0.000027
fanout32,VGND,li1,40.0200,43.5200,0.000017
fanout31,VGND,li1,38.1800,54.4000,0.000064
fanout30,VGND,li1,45.5400,38.0800,0.000053
fanout29,VGND,li1,42.7800,16.3200,0.000024
fanout28,VGND,li1,23.0000,38.0800,0.000027
max_cap27,VGND,li1,47.8400,38.0800,0.000053
output26,VGND,li1,60.7200,43.5200,0.000020
output25,VGND,li1,60.7200,38.0800,0.000055
output24,VGND,li1,60.7200,54.4000,0.000081
output23,VGND,li1,40.0200,65.2800,0.000000
output22,VGND,li1,52.9000,65.2800,0.000000
output21,VGND,li1,49.6800,65.2800,0.000000
output20,VGND,li1,29.9000,10.8800,0.000000
output19,VGND,li1,20.7000,10.8800,0.000000
output18,VGND,li1,7.8200,27.2000,0.000046
output17,VGND,li1,7.8200,32.6400,0.000015
output16,VGND,li1,7.8200,38.0800,0.000027
output15,VGND,li1,9.6600,38.0800,0.000027
output14,VGND,li1,9.6600,48.9600,0.000014
output13,VGND,li1,7.8200,43.5200,0.000015
output12,VGND,li1,7.8200,38.0800,0.000027
output11,VGND,li1,7.8200,48.9600,0.000014
output10,VGND,li1,27.1400,65.2800,0.000000
output9,VGND,li1,7.8200,59.8400,0.000014
output8,VGND,li1,52.9000,10.8800,0.000000
output7,VGND,li1,47.3800,10.8800,0.000000
output6,VGND,li1,45.5400,10.8800,0.000000
output5,VGND,li1,42.7800,10.8800,0.000000
output4,VGND,li1,56.1200,38.0800,0.000055
output3,VGND,li1,60.7200,27.2000,0.000083
input2,VGND,li1,60.9500,16.3200,0.000029
input1,VGND,li1,60.9500,32.6400,0.000026
mini_light_up_game_41,VGND,li1,60.9500,65.2800,0.000000
mini_light_up_game_40,VGND,li1,7.5900,16.3200,0.000012
mini_light_up_game_39,VGND,li1,60.9500,65.2800,0.000000
TAP_TAPCELL_ROW_20_87,VGND,li1,57.2700,65.5710,0.000000
TAP_TAPCELL_ROW_20_86,VGND,li1,44.3900,65.5710,0.000000
TAP_TAPCELL_ROW_20_85,VGND,li1,31.5100,65.5710,0.000000
TAP_TAPCELL_ROW_20_84,VGND,li1,18.6300,65.5710,0.000000
TAP_TAPCELL_ROW_19_83,VGND,li1,57.2700,64.9880,0.000000
TAP_TAPCELL_ROW_19_82,VGND,li1,31.5100,64.9880,0.000000
TAP_TAPCELL_ROW_18_81,VGND,li1,44.3900,60.1310,0.000024
TAP_TAPCELL_ROW_18_80,VGND,li1,18.6300,60.1310,0.000014
TAP_TAPCELL_ROW_17_79,VGND,li1,57.2700,59.5480,0.000026
TAP_TAPCELL_ROW_17_78,VGND,li1,31.5100,59.5480,0.000016
TAP_TAPCELL_ROW_16_77,VGND,li1,44.3900,54.6910,0.000076
TAP_TAPCELL_ROW_16_76,VGND,li1,18.6300,54.6910,0.000044
TAP_TAPCELL_ROW_15_75,VGND,li1,57.2700,54.1080,0.000081
TAP_TAPCELL_ROW_15_74,VGND,li1,31.5100,54.1080,0.000050
TAP_TAPCELL_ROW_14_73,VGND,li1,44.3900,49.2510,0.000028
TAP_TAPCELL_ROW_14_72,VGND,li1,18.6300,49.2510,0.000014
TAP_TAPCELL_ROW_13_71,VGND,li1,57.2700,48.6680,0.000030
TAP_TAPCELL_ROW_13_70,VGND,li1,31.5100,48.6680,0.000019
TAP_TAPCELL_ROW_12_69,VGND,li1,44.3900,43.8110,0.000018
TAP_TAPCELL_ROW_12_68,VGND,li1,18.6300,43.8110,0.000012
TAP_TAPCELL_ROW_11_67,VGND,li1,57.2700,43.2280,0.000020
TAP_TAPCELL_ROW_11_66,VGND,li1,31.5100,43.2280,0.000013
TAP_TAPCELL_ROW_10_65,VGND,li1,44.3900,38.3710,0.000052
TAP_TAPCELL_ROW_10_64,VGND,li1,18.6300,38.3710,0.000027
TAP_TAPCELL_ROW_9_63,VGND,li1,57.2700,37.7880,0.000055
TAP_TAPCELL_ROW_9_62,VGND,li1,31.5100,37.7880,0.000042
TAP_TAPCELL_ROW_8_61,VGND,li1,44.3900,32.9310,0.000024
TAP_TAPCELL_ROW_8_60,VGND,li1,18.6300,32.9310,0.000013
TAP_TAPCELL_ROW_7_59,VGND,li1,57.2700,32.3480,0.000026
TAP_TAPCELL_ROW_7_58,VGND,li1,31.5100,32.3480,0.000017
TAP_TAPCELL_ROW_6_57,VGND,li1,44.3900,27.4910,0.000076
TAP_TAPCELL_ROW_6_56,VGND,li1,18.6300,27.4910,0.000045
TAP_TAPCELL_ROW_5_55,VGND,li1,57.2700,26.9080,0.000083
TAP_TAPCELL_ROW_5_54,VGND,li1,31.5100,26.9080,0.000053
TAP_TAPCELL_ROW_4_53,VGND,li1,44.3900,22.0510,0.000025
TAP_TAPCELL_ROW_4_52,VGND,li1,18.6300,22.0510,0.000017
TAP_TAPCELL_ROW_3_51,VGND,li1,57.2700,21.4680,0.000027
TAP_TAPCELL_ROW_3_50,VGND,li1,31.5100,21.4680,0.000019
TAP_TAPCELL_ROW_2_49,VGND,li1,44.3900,16.6110,0.000025
TAP_TAPCELL_ROW_2_48,VGND,li1,18.6300,16.6110,0.000012
TAP_TAPCELL_ROW_1_47,VGND,li1,57.2700,16.0280,0.000029
TAP_TAPCELL_ROW_1_46,VGND,li1,31.5100,16.0280,0.000017
TAP_TAPCELL_ROW_0_45,VGND,li1,57.2700,11.1710,0.000000
TAP_TAPCELL_ROW_0_44,VGND,li1,44.3900,11.1710,0.000000
TAP_TAPCELL_ROW_0_43,VGND,li1,31.5100,11.1710,0.000000
TAP_TAPCELL_ROW_0_42,VGND,li1,18.6300,11.1710,0.000000
PHY_EDGE_ROW_20_Left_41,VGND,li1,6.2100,65.2800,0.000000
PHY_EDGE_ROW_19_Left_40,VGND,li1,6.2100,65.2800,0.000000
PHY_EDGE_ROW_18_Left_39,VGND,li1,6.2100,59.8400,0.000014
PHY_EDGE_ROW_17_Left_38,VGND,li1,6.2100,59.8400,0.000014
PHY_EDGE_ROW_16_Left_37,VGND,li1,6.2100,54.4000,0.000046
PHY_EDGE_ROW_15_Left_36,VGND,li1,6.2100,54.4000,0.000046
PHY_EDGE_ROW_14_Left_35,VGND,li1,6.2100,48.9600,0.000014
PHY_EDGE_ROW_13_Left_34,VGND,li1,6.2100,48.9600,0.000014
PHY_EDGE_ROW_12_Left_33,VGND,li1,6.2100,43.5200,0.000015
PHY_EDGE_ROW_11_Left_32,VGND,li1,6.2100,43.5200,0.000015
PHY_EDGE_ROW_10_Left_31,VGND,li1,6.2100,38.0800,0.000027
PHY_EDGE_ROW_9_Left_30,VGND,li1,6.2100,38.0800,0.000027
PHY_EDGE_ROW_8_Left_29,VGND,li1,6.2100,32.6400,0.000015
PHY_EDGE_ROW_7_Left_28,VGND,li1,6.2100,32.6400,0.000015
PHY_EDGE_ROW_6_Left_27,VGND,li1,6.2100,27.2000,0.000046
PHY_EDGE_ROW_5_Left_26,VGND,li1,6.2100,27.2000,0.000046
PHY_EDGE_ROW_4_Left_25,VGND,li1,6.2100,21.7600,0.000018
PHY_EDGE_ROW_3_Left_24,VGND,li1,6.2100,21.7600,0.000018
PHY_EDGE_ROW_2_Left_23,VGND,li1,6.2100,16.3200,0.000012
PHY_EDGE_ROW_1_Left_22,VGND,li1,6.2100,16.3200,0.000012
PHY_EDGE_ROW_0_Left_21,VGND,li1,6.2100,10.8800,0.000000
PHY_EDGE_ROW_20_Right_20,VGND,li1,62.3300,65.2800,0.000000
PHY_EDGE_ROW_19_Right_19,VGND,li1,62.3300,65.2800,0.000000
PHY_EDGE_ROW_18_Right_18,VGND,li1,62.3300,59.8400,0.000026
PHY_EDGE_ROW_17_Right_17,VGND,li1,62.3300,59.8400,0.000026
PHY_EDGE_ROW_16_Right_16,VGND,li1,62.3300,54.4000,0.000081
PHY_EDGE_ROW_15_Right_15,VGND,li1,62.3300,54.4000,0.000081
PHY_EDGE_ROW_14_Right_14,VGND,li1,62.3300,48.9600,0.000031
PHY_EDGE_ROW_13_Right_13,VGND,li1,62.3300,48.9600,0.000031
PHY_EDGE_ROW_12_Right_12,VGND,li1,62.3300,43.5200,0.000020
PHY_EDGE_ROW_11_Right_11,VGND,li1,62.3300,43.5200,0.000020
PHY_EDGE_ROW_10_Right_10,VGND,li1,62.3300,38.0800,0.000055
PHY_EDGE_ROW_9_Right_9,VGND,li1,62.3300,38.0800,0.000055
PHY_EDGE_ROW_8_Right_8,VGND,li1,62.3300,32.6400,0.000026
PHY_EDGE_ROW_7_Right_7,VGND,li1,62.3300,32.6400,0.000026
PHY_EDGE_ROW_6_Right_6,VGND,li1,62.3300,27.2000,0.000083
PHY_EDGE_ROW_5_Right_5,VGND,li1,62.3300,27.2000,0.000083
PHY_EDGE_ROW_4_Right_4,VGND,li1,62.3300,21.7600,0.000027
PHY_EDGE_ROW_3_Right_3,VGND,li1,62.3300,21.7600,0.000027
PHY_EDGE_ROW_2_Right_2,VGND,li1,62.3300,16.3200,0.000029
PHY_EDGE_ROW_1_Right_1,VGND,li1,62.3300,16.3200,0.000029
PHY_EDGE_ROW_0_Right_0,VGND,li1,62.3300,10.8800,0.000000
_184_,VGND,li1,39.1000,38.0800,0.000051
_183_,VGND,li1,37.7200,43.5200,0.000016
_182_,VGND,li1,40.0200,48.9600,0.000026
_181_,VGND,li1,31.9700,16.3200,0.000017
_180_,VGND,li1,31.0500,21.7600,0.000017
_179_,VGND,li1,37.0300,27.2000,0.000064
_178_,VGND,li1,35.6500,54.4000,0.000059
_177_,VGND,li1,41.6300,59.8400,0.000024
_176_,VGND,li1,30.1300,32.6400,0.000017
_175_,VGND,li1,26.6800,32.6400,0.000015
_174_,VGND,li1,28.9800,48.9600,0.000017
_173_,VGND,li1,42.7800,32.6400,0.000024
_172_,VGND,li1,55.2000,43.5200,0.000020
_171_,VGND,li1,55.2000,38.0800,0.000055
_170_,VGND,li1,49.6800,48.9600,0.000030
_169_,VGND,li1,39.5600,59.8400,0.000023
_168_,VGND,li1,52.4400,54.4000,0.000081
_167_,VGND,li1,51.5200,59.8400,0.000026
_166_,VGND,li1,24.8400,16.3200,0.000012
_165_,VGND,li1,19.3200,21.7600,0.000017
_164_,VGND,li1,13.3400,21.7600,0.000018
_163_,VGND,li1,12.8800,27.2000,0.000046
_162_,VGND,li1,21.1600,38.0800,0.000027
_161_,VGND,li1,11.9600,32.6400,0.000015
_160_,VGND,li1,25.3000,48.9600,0.000013
_159_,VGND,li1,13.8000,43.5200,0.000014
_158_,VGND,li1,11.9600,43.5200,0.000015
_157_,VGND,li1,12.4200,54.4000,0.000046
_156_,VGND,li1,24.8400,59.8400,0.000012
_155_,VGND,li1,15.6400,59.8400,0.000014
_154_,VGND,li1,52.4400,16.3200,0.000029
_153_,VGND,li1,50.1400,16.3200,0.000028
_152_,VGND,li1,41.8600,21.7600,0.000024
_151_,VGND,li1,38.6400,16.3200,0.000022
_150_,VGND,li1,52.4400,32.6400,0.000026
_149_,VGND,li1,53.8200,27.2000,0.000083
_148_,VGND,li1,47.1500,38.0800,0.000053
_147_,VGND,li1,34.2700,48.9600,0.000021
_146_,VGND,li1,43.0100,43.5200,0.000018
_145_,VGND,li1,32.4300,16.3200,0.000019
_144_,VGND,li1,36.5700,21.7600,0.000021
_143_,VGND,li1,38.8700,27.2000,0.000067
_142_,VGND,li1,35.6500,59.8400,0.000020
_141_,VGND,li1,48.9900,59.8400,0.000025
_140_,VGND,li1,30.5900,38.0800,0.000038
_139_,VGND,li1,32.4300,32.6400,0.000018
_138_,VGND,li1,32.8900,54.4000,0.000054
_137_,VGND,li1,45.3100,27.2000,0.000076
_136_,VGND,li1,60.9500,38.0800,0.000055
_135_,VGND,li1,56.3500,43.5200,0.000020
_134_,VGND,li1,55.8900,48.9600,0.000030
_133_,VGND,li1,41.6300,65.2800,0.000000
_132_,VGND,li1,59.5700,54.4000,0.000081
_131_,VGND,li1,58.1900,54.4000,0.000081
_130_,VGND,li1,23.2300,16.3200,0.000012
_129_,VGND,li1,23.6900,10.8800,0.000000
_128_,VGND,li1,14.0300,21.7600,0.000018
_127_,VGND,li1,25.0700,21.7600,0.000013
_126_,VGND,li1,26.4500,38.0800,0.000026
_125_,VGND,li1,17.2500,32.6400,0.000014
_124_,VGND,li1,30.5900,48.9600,0.000017
_123_,VGND,li1,23.2300,48.9600,0.000013
_122_,VGND,li1,8.5100,48.9600,0.000014
_121_,VGND,li1,11.7300,48.9600,0.000014
_120_,VGND,li1,30.1300,59.8400,0.000016
_119_,VGND,li1,22.3100,59.8400,0.000013
_118_,VGND,li1,55.8900,16.3200,0.000029
_117_,VGND,li1,60.9500,16.3200,0.000029
_116_,VGND,li1,43.4700,21.7600,0.000025
_115_,VGND,li1,37.9500,10.8800,0.000000
_114_,VGND,li1,54.5100,38.0800,0.000055
_113_,VGND,li1,55.6600,48.9600,0.000030
_112_,VGND,li1,53.5900,43.5200,0.000020
_111_,VGND,li1,58.8800,38.0800,0.000055
_110_,VGND,li1,50.3700,43.5200,0.000019
_109_,VGND,li1,49.2200,43.5200,0.000019
_108_,VGND,li1,49.9100,48.9600,0.000030
_107_,VGND,li1,41.4000,54.4000,0.000070
_106_,VGND,li1,42.5500,54.4000,0.000070
_105_,VGND,li1,59.3400,59.8400,0.000026
_104_,VGND,li1,56.3500,59.8400,0.000026
_103_,VGND,li1,46.4600,54.4000,0.000080
_102_,VGND,li1,43.9300,43.5200,0.000018
_101_,VGND,li1,49.4500,65.2800,0.000000
_100_,VGND,li1,10.8100,32.6400,0.000015
_099_,VGND,li1,22.3100,27.2000,0.000044
_098_,VGND,li1,25.3000,16.3200,0.000012
_097_,VGND,li1,27.3700,10.8800,0.000000
_096_,VGND,li1,20.2400,16.3200,0.000012
_095_,VGND,li1,18.6300,16.3200,0.000012
_094_,VGND,li1,25.3000,27.2000,0.000039
_093_,VGND,li1,19.0900,27.2000,0.000045
_092_,VGND,li1,13.3400,32.6400,0.000015
_091_,VGND,li1,13.1100,27.2000,0.000046
_090_,VGND,li1,23.9200,32.6400,0.000012
_089_,VGND,li1,20.4700,32.6400,0.000013
_088_,VGND,li1,16.1000,32.6400,0.000014
_087_,VGND,li1,40.9400,38.0800,0.000052
_086_,VGND,li1,13.5700,38.0800,0.000027
_085_,VGND,li1,27.8300,43.5200,0.000011
_084_,VGND,li1,13.5700,48.9600,0.000014
_083_,VGND,li1,26.2200,43.5200,0.000011
_082_,VGND,li1,25.0700,43.5200,0.000010
_081_,VGND,li1,23.4600,43.5200,0.000010
_080_,VGND,li1,20.4700,43.5200,0.000011
_079_,VGND,li1,10.5800,48.9600,0.000014
_078_,VGND,li1,20.4700,38.0800,0.000027
_077_,VGND,li1,13.8000,48.9600,0.000014
_076_,VGND,li1,16.7900,48.9600,0.000014
_075_,VGND,li1,25.3000,54.4000,0.000038
_074_,VGND,li1,28.7500,54.4000,0.000045
_073_,VGND,li1,20.2400,59.8400,0.000013
_072_,VGND,li1,16.7900,54.4000,0.000044
_071_,VGND,li1,48.0700,27.2000,0.000081
_070_,VGND,li1,48.0700,21.7600,0.000026
_069_,VGND,li1,58.8800,16.3200,0.000029
_068_,VGND,li1,50.3700,10.8800,0.000000
_067_,VGND,li1,55.2000,21.7600,0.000027
_066_,VGND,li1,51.2900,21.7600,0.000026
_065_,VGND,li1,52.4400,21.7600,0.000026
_064_,VGND,li1,44.8500,16.3200,0.000025
